user_id,platform,region,age,onboarding_completed,levels_passed
17575,ios,tier2,33.0,1,36
905341,android,tier2,21.0,0,21
252474,android,tier2,34.0,1,23
765680,ios,tier2,31.0,1,41
133457,android,tier3,36.0,0,1
872216,ios,tier2,37.0,1,28
438438,ios,tier1,23.0,0,26
112325,ios,tier1,18.0,1,24
369495,ios,tier1,23.0,1,42
757095,android,tier2,17.0,1,22
805466,android,tier3,36.0,0,15
401850,ios,tier2,24.0,1,23
747728,ios,tier1,31.0,1,33
126811,android,tier3,26.0,0,14
858251,pc,tier3,39.0,1,6
941322,android,tier1,30.0,0,17
403664,android,tier2,26.0,1,23
948582,ios,tier2,24.0,1,30
884999,ios,tier2,34.0,0,18
204293,ios,tier2,36.0,0,23
140298,android,tier3,18.0,1,30
669137,android,tier2,37.0,1,25
397454,ios,tier2,21.0,0,23
479068,android,tier2,30.0,1,24
23709,ios,tier1,32.0,1,41
234665,ios,tier1,38.0,1,22
240156,pc,tier1,34.0,0,18
667123,android,tier2,30.0,1,27
612591,ios,tier1,23.0,0,30
137781,ios,tier2,40.0,1,22
485378,pc,tier3,33.0,1,22
549997,pc,tier3,34.0,1,15
458403,android,tier2,26.0,1,26
758058,android,tier2,28.0,1,22
137520,ios,tier2,33.0,1,17
910475,android,tier3,34.0,1,14
850356,pc,tier2,21.0,0,20
717902,pc,tier2,24.0,1,21
696530,ios,tier3,39.0,1,27
976941,android,tier2,26.0,1,17
460533,android,tier1,36.0,0,18
512513,ios,tier3,31.0,1,24
850041,android,tier2,17.0,0,29
917117,android,tier3,34.0,0,9
855618,ios,tier1,40.0,1,30
534340,ios,tier1,30.0,1,24
304334,pc,tier1,33.0,0,3
73990,pc,tier1,22.0,0,22
801100,ios,tier1,45.0,0,13
178208,ios,tier2,32.0,1,32
807471,ios,tier2,24.0,0,22
331208,android,tier2,30.0,1,19
944077,ios,tier1,16.0,1,32
739114,android,tier2,26.0,1,24
495540,android,tier2,33.0,1,25
939256,android,tier2,35.0,0,30
264749,pc,tier3,26.0,0,9
633123,android,tier1,34.0,1,24
10785,ios,tier2,24.0,1,31
976701,android,tier3,39.0,1,18
964436,android,tier2,44.0,0,11
546595,ios,tier1,37.0,1,29
363766,pc,tier2,14.0,0,12
980870,android,tier2,30.0,0,10
437260,android,tier2,32.0,1,17
406955,pc,tier3,30.0,1,21
505192,pc,tier2,41.0,1,23
406083,android,tier1,24.0,1,17
694326,ios,tier3,25.0,1,18
172281,android,tier1,34.0,1,28
337038,ios,tier2,33.0,1,32
853688,ios,tier2,14.0,1,32
437537,ios,tier3,34.0,0,15
615613,ios,tier2,27.0,0,13
489213,android,tier3,42.0,0,20
983714,android,tier1,36.0,1,24
532338,android,tier3,24.0,1,18
708550,ios,tier2,22.0,1,29
608159,pc,tier1,16.0,1,23
416855,ios,tier3,20.0,1,22
648552,ios,tier2,28.0,1,33
266339,pc,tier3,36.0,0,16
416940,pc,tier1,22.0,1,27
587598,ios,tier3,26.0,0,17
806782,android,tier3,28.0,0,10
325568,pc,tier1,29.0,0,24
859763,ios,tier1,21.0,0,33
506873,ios,tier2,44.0,1,23
66201,android,tier2,40.0,1,24
929028,pc,tier2,45.0,0,15
875432,pc,tier3,13.0,0,11
594446,android,tier1,27.0,1,30
71040,ios,tier2,16.0,1,34
481275,android,tier2,40.0,0,6
757660,ios,tier2,37.0,1,20
365319,android,tier2,24.0,1,26
441980,android,tier2,24.0,1,21
449058,android,tier3,27.0,1,19
738247,android,tier2,26.0,1,21
589226,ios,tier2,20.0,1,26
457205,android,tier2,26.0,1,15
442951,android,tier2,30.0,0,10
551925,android,tier3,25.0,1,20
742295,ios,tier2,24.0,1,26
588167,ios,tier2,26.0,1,33
350293,ios,tier1,27.0,1,22
588676,ios,tier1,23.0,1,28
570367,ios,tier1,40.0,1,29
428385,pc,tier2,30.0,0,16
315079,android,tier1,14.0,1,28
212855,ios,tier2,32.0,0,20
313257,ios,tier1,24.0,1,33
193184,ios,tier2,32.0,1,21
773266,ios,tier3,18.0,1,22
860890,pc,tier1,19.0,1,29
814356,android,tier2,29.0,1,23
683609,ios,tier1,21.0,1,22
560390,ios,tier1,27.0,1,25
617160,ios,tier1,30.0,1,32
346021,ios,tier2,31.0,1,24
199285,pc,tier2,38.0,0,10
386716,android,tier2,28.0,1,28
459267,ios,tier2,19.0,1,30
546793,android,tier2,25.0,1,25
516558,ios,tier2,41.0,1,34
155934,pc,tier3,40.0,0,9
541468,pc,tier2,34.0,1,22
72828,ios,tier2,33.0,1,17
475558,android,tier1,34.0,0,24
476886,ios,tier1,32.0,1,27
634364,android,tier1,36.0,1,17
689491,pc,tier2,29.0,1,15
284041,pc,tier3,18.0,0,5
901719,ios,tier2,36.0,1,19
271001,ios,tier3,31.0,1,24
483186,pc,tier2,21.0,0,19
692849,android,tier2,33.0,1,21
221567,ios,tier2,33.0,0,27
605045,pc,tier2,19.0,0,10
396748,android,tier1,24.0,0,25
88366,ios,tier3,34.0,0,10
248970,ios,tier1,30.0,1,28
115392,android,tier1,37.0,1,26
933602,pc,tier2,39.0,1,13
766713,ios,tier3,15.0,0,22
59749,android,tier2,20.0,1,28
681955,android,tier1,39.0,1,30
395495,android,tier2,15.0,1,32
184556,pc,tier3,38.0,0,5
184951,android,tier1,20.0,1,30
86590,android,tier1,29.0,1,24
398452,ios,tier3,33.0,0,11
747480,android,tier1,30.0,0,23
741117,ios,tier3,17.0,1,29
513577,android,tier3,42.0,0,12
351230,android,tier2,37.0,0,13
81370,ios,tier1,29.0,1,27
424301,pc,tier3,25.0,0,9
854738,android,tier1,31.0,1,23
627279,pc,tier2,26.0,0,15
855523,ios,tier1,35.0,0,23
719738,ios,tier3,27.0,1,28
343741,pc,tier1,28.0,1,23
701909,ios,tier3,25.0,1,29
550565,ios,tier1,22.0,1,46
317529,android,tier2,22.0,1,32
97962,pc,tier2,43.0,0,6
596482,android,tier1,24.0,1,31
660615,ios,tier3,38.0,0,21
960040,android,tier3,26.0,0,5
585355,ios,tier2,13.0,1,27
131676,ios,tier2,24.0,0,25
575105,pc,tier2,42.0,0,12
352356,pc,tier1,11.0,1,26
931627,ios,tier3,32.0,1,25
459978,android,tier1,24.0,1,30
315226,pc,tier3,31.0,1,22
489166,android,tier2,21.0,1,22
619093,ios,tier3,26.0,1,30
745677,android,tier3,21.0,1,25
876805,android,tier2,35.0,0,17
745340,android,tier1,27.0,0,20
442358,ios,tier1,20.0,1,31
727263,android,tier2,20.0,1,19
978767,android,tier1,30.0,1,32
99193,android,tier2,30.0,0,25
255295,android,tier2,44.0,0,9
617911,ios,tier1,43.0,1,24
385492,android,tier1,38.0,1,18
109404,ios,tier3,29.0,0,22
984467,pc,tier2,20.0,0,10
92414,android,tier2,25.0,1,31
993222,android,tier2,30.0,1,22
57920,android,tier2,34.0,1,24
640491,ios,tier3,41.0,0,15
81642,ios,tier3,41.0,1,20
489119,android,tier3,17.0,1,31
773990,ios,tier2,52.0,0,13
578846,ios,tier2,45.0,1,28
456920,pc,tier3,31.0,1,9
825095,ios,tier2,17.0,1,29
982395,android,tier1,25.0,1,33
25319,ios,tier2,34.0,0,19
115975,android,tier1,42.0,1,23
797373,pc,tier1,47.0,0,17
229082,pc,tier1,36.0,1,20
542820,ios,tier2,42.0,1,24
28447,ios,tier1,22.0,1,31
552772,pc,tier2,20.0,1,15
442500,ios,tier3,41.0,1,22
31617,ios,tier1,50.0,1,39
106303,pc,tier3,27.0,0,7
324211,pc,tier3,34.0,0,6
614628,pc,tier2,28.0,1,14
855283,ios,tier3,31.0,1,35
935201,ios,tier3,29.0,0,24
958174,ios,tier3,26.0,0,8
365393,pc,tier2,18.0,1,22
847119,pc,tier2,28.0,0,17
494695,android,tier2,19.0,1,30
912695,ios,tier3,40.0,1,19
979544,ios,tier2,15.0,1,36
494129,android,tier1,5.0,1,28
13519,ios,tier1,24.0,1,29
324492,ios,tier2,29.0,1,29
968957,ios,tier3,22.0,1,22
584417,ios,tier3,32.0,1,21
655593,android,tier2,31.0,1,13
454877,android,tier2,39.0,1,19
237797,ios,tier3,22.0,0,18
747108,android,tier1,44.0,1,31
292058,ios,tier2,41.0,1,31
130367,ios,tier2,21.0,1,28
624801,android,tier1,30.0,1,24
718323,ios,tier2,33.0,1,22
850531,android,tier1,26.0,1,19
926159,ios,tier2,14.0,1,34
705076,pc,tier2,31.0,0,13
741990,ios,tier3,45.0,0,7
888065,pc,tier3,36.0,0,11
206849,ios,tier3,28.0,1,23
943329,android,tier2,21.0,1,17
681324,android,tier2,31.0,1,27
894005,android,tier1,10.0,1,33
313407,android,tier2,23.0,0,15
111848,ios,tier2,27.0,1,22
548508,android,tier2,36.0,0,8
38311,ios,tier1,17.0,1,35
885436,pc,tier2,23.0,1,23
145721,ios,tier2,37.0,1,20
924524,android,tier2,23.0,1,31
997887,pc,tier1,30.0,0,12
828634,ios,tier2,25.0,1,28
744009,pc,tier1,36.0,1,23
624918,android,tier2,35.0,0,25
64011,ios,tier2,36.0,1,29
803170,pc,tier2,33.0,1,20
936013,android,tier1,32.0,1,32
42033,android,tier3,26.0,0,17
410333,android,tier1,31.0,1,16
366040,pc,tier2,31.0,1,20
737062,android,tier1,21.0,1,30
829991,pc,tier3,35.0,0,16
181802,pc,tier1,43.0,0,13
380095,ios,tier2,37.0,1,34
385585,pc,tier2,28.0,0,7
482321,ios,tier2,19.0,1,27
999718,android,tier2,44.0,0,10
548576,ios,tier2,13.0,1,31
691980,ios,tier1,32.0,1,22
305358,pc,tier1,41.0,0,15
887421,android,tier3,18.0,1,17
339642,android,tier2,18.0,0,14
887687,ios,tier2,31.0,1,29
208051,android,tier2,25.0,1,28
93095,android,tier2,35.0,1,28
829369,ios,tier2,30.0,1,30
292534,ios,tier3,32.0,1,19
740111,android,tier2,23.0,0,16
176497,android,tier3,28.0,0,17
119068,ios,tier3,22.0,0,21
183491,ios,tier2,24.0,1,26
582375,ios,tier2,17.0,1,26
516365,ios,tier2,36.0,1,26
879773,android,tier3,23.0,0,10
416254,android,tier2,29.0,0,24
898158,ios,tier2,29.0,0,7
753362,android,tier2,27.0,1,29
196855,android,tier2,32.0,0,29
301804,pc,tier1,28.0,0,17
17150,android,tier2,37.0,0,19
725529,ios,tier2,21.0,1,19
233168,android,tier2,46.0,0,15
276094,android,tier3,28.0,0,22
250944,ios,tier2,30.0,1,27
897195,pc,tier2,28.0,0,11
748346,pc,tier2,29.0,0,12
973250,ios,tier1,28.0,1,30
601643,ios,tier2,16.0,1,28
639583,ios,tier2,30.0,1,28
983488,pc,tier1,23.0,0,20
574474,android,tier2,26.0,1,20
813066,ios,tier2,43.0,1,24
152795,pc,tier2,27.0,0,15
507888,android,tier1,18.0,1,23
937912,ios,tier3,38.0,1,23
916366,android,tier1,36.0,1,20
296182,android,tier1,29.0,0,23
174483,android,tier2,23.0,0,19
454470,ios,tier2,32.0,1,27
540386,ios,tier3,25.0,1,12
890581,ios,tier3,29.0,1,16
777185,pc,tier1,25.0,0,12
855669,android,tier3,28.0,0,4
226043,pc,tier2,31.0,0,16
29161,ios,tier1,28.0,1,34
749247,android,tier1,46.0,0,12
664118,ios,tier2,27.0,0,19
479316,ios,tier1,17.0,0,26
913008,pc,tier3,38.0,0,9
225366,android,tier2,42.0,0,22
592471,ios,tier1,49.0,0,19
577646,android,tier2,23.0,1,25
864887,pc,tier2,31.0,0,8
817770,ios,tier2,28.0,1,31
336254,ios,tier2,29.0,1,26
433619,ios,tier2,27.0,1,31
88589,android,tier2,27.0,0,17
333207,ios,tier3,23.0,1,24
614583,ios,tier1,17.0,1,29
418557,ios,tier2,31.0,1,26
362519,android,tier1,34.0,0,24
978153,ios,tier2,30.0,1,26
224495,pc,tier1,22.0,1,31
335594,android,tier2,32.0,0,15
820039,ios,tier1,31.0,1,27
448588,pc,tier3,32.0,1,14
565166,android,tier1,28.0,1,25
601864,pc,tier2,21.0,0,17
883867,android,tier1,32.0,1,25
26326,ios,tier2,32.0,1,30
235496,ios,tier1,26.0,1,25
708947,ios,tier2,33.0,1,36
575494,android,tier1,33.0,1,30
887997,android,tier3,30.0,0,12
233298,ios,tier2,27.0,0,21
780371,ios,tier1,25.0,1,37
913226,pc,tier3,42.0,1,24
543758,android,tier3,39.0,0,17
438660,android,tier2,27.0,1,20
204789,android,tier2,37.0,0,17
683848,pc,tier2,33.0,1,19
537420,ios,tier2,39.0,0,14
507386,android,tier1,47.0,1,32
451372,ios,tier1,27.0,1,37
475920,pc,tier1,24.0,0,15
611341,ios,tier2,40.0,1,26
703775,pc,tier1,38.0,0,16
137076,android,tier1,22.0,1,24
154100,android,tier2,33.0,0,17
964063,pc,tier2,23.0,1,18
189748,android,tier1,31.0,0,20
442241,ios,tier1,29.0,0,21
364051,pc,tier2,30.0,0,14
778159,ios,tier2,25.0,1,31
242290,ios,tier3,28.0,1,33
458056,ios,tier1,29.0,0,26
427631,android,tier2,36.0,1,18
133430,android,tier2,21.0,1,31
221903,android,tier3,38.0,0,4
126785,ios,tier1,37.0,0,16
931430,android,tier2,44.0,1,25
789320,ios,tier2,33.0,1,31
256299,pc,tier1,41.0,0,6
567267,android,tier3,22.0,1,23
390523,android,tier2,33.0,1,25
62554,ios,tier2,39.0,0,8
428752,android,tier1,28.0,1,17
954842,android,tier2,20.0,1,27
674741,pc,tier2,12.0,0,15
886959,android,tier3,31.0,0,17
661826,android,tier2,35.0,1,15
795014,android,tier2,31.0,1,19
474917,pc,tier2,35.0,0,16
104132,android,tier1,27.0,1,29
945590,pc,tier1,35.0,0,22
656436,android,tier2,16.0,1,24
462240,pc,tier2,31.0,0,14
51837,pc,tier1,11.0,1,29
25026,ios,tier3,23.0,0,17
51236,android,tier1,20.0,1,26
32479,ios,tier2,43.0,1,19
435828,android,tier1,26.0,1,20
383523,android,tier2,31.0,1,26
242690,android,tier1,32.0,1,27
84510,ios,tier3,12.0,0,16
11885,android,tier2,29.0,0,18
243800,ios,tier3,32.0,0,17
639095,ios,tier2,17.0,1,37
291227,android,tier3,35.0,1,20
978180,ios,tier1,23.0,1,28
791655,android,tier3,26.0,1,22
995138,ios,tier1,30.0,1,23
378195,android,tier2,29.0,1,24
849303,pc,tier1,31.0,0,17
975064,pc,tier3,30.0,0,9
22991,android,tier2,33.0,1,26
553442,ios,tier2,27.0,1,19
939173,pc,tier2,14.0,0,18
46360,ios,tier2,24.0,1,25
95286,pc,tier2,31.0,0,10
630613,android,tier1,32.0,0,20
958193,android,tier1,30.0,1,25
258772,android,tier1,24.0,1,28
882428,ios,tier2,13.0,1,24
345105,android,tier1,32.0,0,18
485000,ios,tier1,31.0,1,25
632626,android,tier1,33.0,1,29
741841,ios,tier3,27.0,0,23
286889,android,tier1,32.0,1,25
300493,ios,tier1,39.0,1,31
848516,android,tier1,44.0,1,18
555828,ios,tier1,40.0,1,25
632263,ios,tier2,25.0,1,25
80636,pc,tier1,26.0,1,28
851038,ios,tier1,28.0,1,27
104508,ios,tier1,40.0,1,35
998532,pc,tier2,31.0,0,12
294072,android,tier3,36.0,0,12
813974,android,tier1,27.0,1,26
547901,pc,tier3,25.0,0,11
63530,ios,tier2,28.0,1,31
114835,ios,tier3,41.0,1,16
155741,ios,tier2,33.0,1,28
826383,pc,tier3,41.0,1,16
656631,pc,tier2,33.0,1,16
557338,ios,tier2,20.0,1,31
880493,pc,tier2,28.0,1,16
157819,ios,tier3,42.0,0,27
556545,ios,tier2,30.0,0,23
320461,android,tier2,36.0,1,22
849326,android,tier2,26.0,0,19
710923,pc,tier3,24.0,0,4
783402,pc,tier2,40.0,0,10
228874,pc,tier1,28.0,0,20
813105,ios,tier2,33.0,1,21
122654,android,tier2,31.0,1,21
568148,android,tier2,10.0,1,29
900403,android,tier1,28.0,1,27
727344,pc,tier2,34.0,0,14
903930,android,tier3,41.0,1,33
584774,android,tier2,33.0,1,27
90509,ios,tier2,34.0,1,30
773259,ios,tier1,30.0,1,18
858555,android,tier2,34.0,0,17
109805,pc,tier1,37.0,0,11
40375,pc,tier2,31.0,1,19
214290,ios,tier3,29.0,1,17
548612,pc,tier3,30.0,1,12
23510,ios,tier2,40.0,1,25
731353,android,tier2,26.0,0,22
809663,ios,tier3,35.0,1,20
333588,pc,tier2,44.0,0,4
490153,android,tier3,27.0,0,11
457775,ios,tier2,39.0,1,22
77262,ios,tier2,31.0,1,31
990964,android,tier1,35.0,1,26
860170,android,tier2,28.0,1,29
504274,android,tier2,24.0,1,29
782027,android,tier1,30.0,1,21
390285,ios,tier1,44.0,1,23
121751,android,tier1,22.0,1,36
977001,ios,tier2,34.0,0,13
838666,android,tier2,31.0,1,29
42528,android,tier2,35.0,0,23
499747,android,tier2,34.0,1,20
250218,android,tier1,26.0,1,15
876953,android,tier1,29.0,1,30
121695,ios,tier2,34.0,1,27
813244,ios,tier1,35.0,1,27
392879,android,tier1,26.0,1,25
363094,ios,tier1,13.0,0,24
547620,android,tier2,35.0,1,20
645954,ios,tier2,25.0,1,27
277166,android,tier3,47.0,1,13
806526,pc,tier2,41.0,1,11
965280,ios,tier3,33.0,1,23
764618,ios,tier3,34.0,0,9
264280,ios,tier1,32.0,1,32
896934,pc,tier2,20.0,0,10
845892,android,tier2,30.0,1,24
697854,android,tier2,50.0,0,16
991102,pc,tier1,32.0,1,31
796550,android,tier2,31.0,0,6
293053,pc,tier2,43.0,0,2
120023,ios,tier1,43.0,0,20
423336,pc,tier3,24.0,1,15
125596,android,tier1,19.0,0,14
183507,android,tier3,33.0,1,18
226723,ios,tier2,25.0,1,20
17242,pc,tier2,27.0,1,22
34185,android,tier1,21.0,0,21
999883,pc,tier2,32.0,0,16
907635,pc,tier1,42.0,0,13
775750,android,tier2,32.0,1,26
383309,android,tier1,36.0,1,29
189851,ios,tier2,29.0,0,26
314148,pc,tier3,18.0,1,10
539299,pc,tier1,39.0,0,10
228070,android,tier2,28.0,1,22
187345,android,tier2,27.0,0,18
981281,pc,tier3,30.0,0,12
550534,ios,tier1,45.0,1,31
149629,android,tier1,28.0,0,27
614475,pc,tier1,23.0,0,15
219265,pc,tier3,23.0,1,28
606203,ios,tier2,33.0,1,29
205540,pc,tier3,38.0,0,4
113731,android,tier1,24.0,1,25
674891,pc,tier2,37.0,1,23
503309,ios,tier2,12.0,1,30
319414,pc,tier2,34.0,1,8
667381,android,tier3,26.0,0,23
919330,android,tier1,29.0,1,31
914177,android,tier2,27.0,0,7
857082,android,tier2,22.0,1,25
811337,ios,tier1,16.0,1,44
774977,android,tier2,28.0,1,21
552870,ios,tier3,22.0,1,25
274898,pc,tier2,27.0,1,19
424295,ios,tier2,35.0,1,26
259100,android,tier3,36.0,0,8
210531,ios,tier1,20.0,1,30
972028,ios,tier3,22.0,1,24
523714,pc,tier1,30.0,1,25
613066,android,tier2,19.0,1,21
207098,ios,tier1,35.0,1,29
609194,android,tier2,31.0,1,16
75178,android,tier2,41.0,1,23
408087,ios,tier2,45.0,0,11
697954,android,tier3,35.0,0,8
35186,android,tier3,30.0,1,13
575234,android,tier2,30.0,0,9
748616,android,tier2,22.0,0,21
522918,android,tier3,22.0,0,0
936124,pc,tier1,21.0,1,13
696601,android,tier2,38.0,1,15
556986,android,tier1,31.0,1,19
166168,pc,tier2,30.0,1,23
793194,android,tier3,37.0,0,15
494862,android,tier2,28.0,1,23
129743,ios,tier3,32.0,0,21
38079,ios,tier1,27.0,1,22
72155,pc,tier1,40.0,0,19
187928,android,tier2,34.0,1,29
38339,android,tier3,31.0,0,3
931615,pc,tier2,22.0,0,15
222926,android,tier2,26.0,1,25
865338,pc,tier2,28.0,1,9
747896,android,tier3,20.0,0,22
246307,android,tier2,29.0,0,18
819717,pc,tier2,36.0,0,6
522145,android,tier3,36.0,0,15
84062,pc,tier2,29.0,1,13
563530,android,tier2,31.0,0,19
810808,pc,tier1,27.0,0,20
423925,android,tier2,32.0,1,21
547051,ios,tier3,31.0,1,22
649338,ios,tier2,36.0,0,18
373396,android,tier2,35.0,0,16
945944,ios,tier3,33.0,0,9
152951,pc,tier1,36.0,0,15
76990,ios,tier1,23.0,1,37
174110,android,tier2,34.0,0,12
582965,ios,tier1,29.0,0,22
995720,android,tier2,34.0,0,17
188096,android,tier3,30.0,0,5
131584,android,tier1,19.0,0,22
763919,android,tier2,31.0,0,15
606381,ios,tier1,19.0,1,35
190327,ios,tier2,38.0,1,20
423664,android,tier1,29.0,1,21
171138,ios,tier1,33.0,1,32
808140,ios,tier1,30.0,1,33
351498,pc,tier1,28.0,1,16
784009,android,tier2,27.0,1,20
856155,android,tier1,24.0,1,29
754999,pc,tier2,28.0,0,13
910861,android,tier2,30.0,0,13
743510,ios,tier3,35.0,0,18
201730,android,tier1,20.0,1,20
24307,pc,tier2,33.0,0,7
901853,pc,tier3,38.0,0,7
141541,android,tier3,16.0,0,10
350818,pc,tier2,40.0,0,15
198482,ios,tier1,21.0,1,24
401979,ios,tier2,33.0,1,23
678245,ios,tier2,33.0,1,20
322132,android,tier1,29.0,1,28
902143,android,tier2,19.0,1,21
191843,android,tier2,25.0,1,28
145375,pc,tier2,31.0,0,10
365693,android,tier2,26.0,0,8
