user_id,speed,conversion,device_type,device_age,region,query_complexity,results_count
647914,2.363005438919474,0,android,new,tashkent,5,77
378998,2.3865281899506137,1,ios,new,tashkent,2,91
471995,1.648379459043623,0,android,old,tashkent,4,5
764033,2.2543896536821,0,ios,old,tashkent,4,44
396029,2.705663289326955,0,android,old,samarkand,5,74
291730,1.5421100668494752,0,ios,new,tashkent,5,46
827113,0.5143572831956837,1,ios,new,tashkent,3,15
270774,1.7168413931669086,0,ios,old,tashkent,5,24
521920,2.491609518759324,0,android,old,bukhara,5,26
256441,2.412509894235549,0,ios,new,bukhara,2,76
27054,1.0274843856773166,0,ios,new,tashkent,1,53
239954,2.7316949648068896,0,android,new,samarkand,3,90
493751,1.9970294137187672,0,ios,new,tashkent,4,73
88004,1.61854221538505,0,ios,old,tashkent,3,29
490643,1.7137751628009594,0,android,old,samarkand,2,27
489230,2.277102645546176,0,android,new,bukhara,1,68
667339,1.6084683621606675,0,ios,old,samarkand,1,29
260032,2.9251228736464987,0,android,old,bukhara,4,50
885314,2.7502922404858796,0,android,new,bukhara,5,80
109758,2.6468647911012946,0,android,new,samarkand,3,99
300860,2.4728554814385912,0,ios,new,bukhara,3,75
900659,2.2324330581882856,0,android,old,tashkent,1,53
459243,2.859437740673796,0,ios,old,tashkent,3,97
716277,3.552280157349501,1,ios,old,bukhara,2,96
818385,2.5908238304686586,0,android,old,samarkand,2,60
924887,1.2515125115310437,0,ios,new,tashkent,4,44
98893,2.949594943315509,0,android,old,bukhara,1,54
244971,1.7129409098687745,0,ios,old,bukhara,4,15
23996,3.4064938526659723,0,android,old,tashkent,5,96
960308,2.68975587750592,0,ios,old,samarkand,4,54
852159,3.0074779625332333,1,android,new,samarkand,5,83
414651,2.048443788508533,1,android,new,tashkent,1,86
183591,2.3184227764191467,0,android,new,bukhara,5,43
747834,2.046846026781869,0,ios,new,samarkand,2,85
44204,1.6244778436475384,0,ios,new,samarkand,3,72
253629,0.8792684848976519,0,android,new,tashkent,4,7
350985,1.9824714760396052,0,ios,new,bukhara,5,53
28090,1.412491239184251,0,ios,new,samarkand,4,44
325193,0.8133090698127549,0,ios,new,tashkent,2,38
129370,2.3543040949359524,0,android,old,bukhara,5,10
440710,1.208419142859478,0,ios,new,samarkand,2,48
337804,3.4081657753492536,0,android,old,samarkand,1,96
214157,1.8269734022859194,0,ios,old,samarkand,4,50
482187,2.780617016197461,0,ios,old,samarkand,4,75
696775,3.457903950905302,0,ios,old,bukhara,5,92
649098,1.6898433603132583,0,android,old,bukhara,3,13
354115,2.3638297697826625,1,ios,new,bukhara,2,78
142583,1.8844442245794828,0,android,new,samarkand,3,61
729342,0.8403993845838265,0,ios,new,tashkent,5,13
574284,0.9113547409300866,1,ios,new,tashkent,3,32
183455,0.8120486632144548,0,ios,old,tashkent,3,5
842223,3.0267866170376534,0,android,new,tashkent,5,95
871424,1.592600880388496,0,android,new,samarkand,2,35
253108,1.5692386752910445,0,ios,old,samarkand,3,13
835517,2.5503336965200605,0,ios,new,bukhara,2,72
917644,1.94285483764456,0,ios,old,samarkand,3,47
699990,1.7033793730018034,0,ios,old,samarkand,5,23
723996,2.439260310718425,0,android,new,tashkent,1,95
561924,3.763303407760923,0,android,old,bukhara,1,96
453135,1.5939256459685875,0,ios,new,tashkent,5,61
151695,1.9503392908784867,0,android,old,tashkent,5,9
695949,1.7091409305884668,0,ios,new,tashkent,4,66
144000,2.2366094905605722,0,ios,old,bukhara,1,49
290212,2.254579910038831,0,ios,old,samarkand,1,41
561319,1.6967361589793588,0,android,new,samarkand,1,73
662560,3.0529656628208466,0,android,old,tashkent,4,71
17575,1.4941279334391642,1,ios,new,tashkent,1,67
905341,2.919478846298308,1,ios,old,samarkand,4,84
252474,2.7252282838486854,1,ios,old,bukhara,1,59
765680,1.8175367848309811,0,android,old,bukhara,3,12
133457,3.3238656351668947,0,android,new,bukhara,4,93
872216,1.7562299413380862,0,android,old,bukhara,2,6
438438,2.402560496978309,0,android,new,bukhara,5,51
112325,2.563462791795816,0,android,old,bukhara,5,31
369495,2.7526111367733908,0,ios,old,bukhara,1,61
757095,2.1097199350602365,0,ios,old,tashkent,3,51
805466,2.6160695637509566,0,ios,new,samarkand,4,89
401850,0.6937283763273442,0,ios,new,tashkent,1,18
747728,1.9462875415383207,0,ios,new,samarkand,3,74
126811,2.0754931378337536,1,android,new,tashkent,5,77
858251,1.6931441315704934,0,android,new,samarkand,1,78
941322,2.7467819941661045,0,android,old,samarkand,3,59
403664,2.4795695728916276,0,android,new,bukhara,1,67
948582,2.9005527104965196,0,ios,old,bukhara,3,72
884999,2.1375639888757045,1,ios,new,bukhara,4,63
204293,2.103557557359881,0,android,old,tashkent,1,44
140298,2.667905460104555,0,android,old,bukhara,3,46
669137,1.6419123990264612,0,android,new,bukhara,1,46
397454,1.5788313248397792,0,ios,new,tashkent,1,74
479068,1.0696682172957508,0,ios,new,samarkand,3,30
23709,2.525712569528122,0,android,old,bukhara,3,37
234665,2.4421998005592247,0,ios,old,bukhara,4,50
240156,2.813857557782942,0,ios,old,tashkent,4,94
667123,1.40854260162588,1,ios,old,tashkent,5,19
612591,1.5058453410101553,0,android,new,bukhara,1,39
137781,3.0051064793558915,0,ios,new,bukhara,5,81
485378,2.206235294576071,0,ios,new,samarkand,3,71
549997,2.1311771923836957,0,ios,new,tashkent,5,99
458403,1.3136882499122207,0,android,new,bukhara,1,15
758058,2.9697202755063494,0,ios,old,samarkand,5,70
137520,1.5633426936931005,0,android,new,samarkand,1,59
910475,1.20175466581618,0,ios,new,tashkent,4,10
850356,2.8375997762119174,0,android,old,samarkand,3,50
717902,2.856654418519497,0,android,old,samarkand,5,45
696530,2.25485724733635,0,ios,old,bukhara,1,47
976941,2.9949128690298368,1,android,old,tashkent,4,82
460533,2.749687603998821,1,android,new,samarkand,5,99
512513,1.654969056063295,0,android,new,samarkand,4,42
850041,2.4489029606041406,0,ios,old,bukhara,3,49
917117,1.1159820412788632,0,ios,new,bukhara,1,29
855618,1.3241824714886379,0,ios,old,tashkent,3,11
534340,1.5408164356408665,1,android,new,bukhara,1,28
304334,0.5845225094410437,0,android,new,tashkent,2,10
73990,1.0630154292419525,0,android,new,samarkand,3,10
801100,2.3696081538178566,0,android,new,tashkent,1,97
178208,2.2336281585309425,0,ios,old,bukhara,4,19
807471,1.6108873615691115,0,ios,new,tashkent,1,68
331208,1.1617737745309198,0,ios,old,samarkand,4,11
944077,3.118963325316598,0,android,old,tashkent,5,91
739114,2.142960329549091,0,android,old,bukhara,4,5
495540,3.2389541728774707,0,ios,old,bukhara,2,82
939256,0.8566296160551387,0,android,new,tashkent,3,21
264749,2.396817867880812,0,ios,old,tashkent,4,73
633123,3.237685754918237,0,android,old,bukhara,3,79
10785,0.6009981174757048,1,ios,new,samarkand,1,14
976701,0.7837807810555703,0,ios,new,samarkand,3,11
964436,2.4348625176535106,0,ios,old,samarkand,1,90
546595,2.02162682240031,0,ios,new,samarkand,3,80
363766,1.3292224218793889,0,android,new,bukhara,2,23
980870,1.8903519446532777,0,android,old,bukhara,2,20
437260,1.748362065176691,0,android,new,tashkent,4,49
406955,2.377159973884585,0,ios,old,samarkand,1,72
505192,2.4467224215256853,0,android,old,samarkand,4,54
406083,1.809436897052056,0,ios,old,samarkand,4,25
694326,2.280501457693342,0,android,new,samarkand,3,85
172281,1.644659425815459,1,ios,new,tashkent,1,75
337038,0.8421005087363947,0,ios,new,bukhara,4,25
853688,1.9230709635153695,0,ios,new,bukhara,4,49
437537,2.5706922764619353,0,android,old,samarkand,2,79
615613,2.138001410214163,0,android,old,bukhara,3,35
489213,2.0994883070475376,0,ios,old,bukhara,4,15
983714,1.8444529322274406,0,android,new,samarkand,1,77
532338,0.47237704715140505,0,android,new,tashkent,1,5
708550,0.7982854663101511,0,ios,new,samarkand,2,27
608159,0.8718822611332537,0,ios,new,bukhara,2,23
416855,1.3100082202965193,0,ios,new,bukhara,4,11
648552,2.1095152180623944,1,android,old,samarkand,5,36
266339,0.7496689152095473,0,ios,new,tashkent,4,20
416940,2.838998257109477,0,android,old,samarkand,2,69
587598,2.6131339882881797,0,ios,new,bukhara,5,98
806782,3.17671061128301,1,android,new,bukhara,4,81
325568,2.2453208078531937,1,ios,new,tashkent,5,79
859763,1.6444498688988385,0,android,new,tashkent,2,62
506873,1.7868219922695618,0,ios,old,tashkent,1,63
66201,2.1618529540319558,0,android,old,samarkand,1,45
929028,1.4723846200341013,1,ios,old,samarkand,4,13
875432,2.401461760364585,1,ios,old,samarkand,2,57
594446,1.325135771991736,0,ios,old,samarkand,2,20
71040,2.5528478639666092,0,android,old,tashkent,4,47
481275,2.16502680231265,0,ios,new,bukhara,4,50
757660,1.2647169525112312,0,android,old,bukhara,2,8
365319,2.137340729900864,0,android,old,bukhara,2,17
441980,2.6469878857217566,0,android,old,samarkand,1,84
449058,1.9106329909506623,0,android,old,tashkent,2,47
738247,1.4968408442610144,0,android,old,tashkent,4,7
589226,1.2562125857237831,0,ios,new,tashkent,3,55
457205,1.5785846197818771,0,ios,new,tashkent,2,73
442951,1.526644852587078,0,android,new,tashkent,3,67
551925,1.4384398324628012,0,android,new,samarkand,2,32
742295,1.8167198082441094,0,ios,new,samarkand,2,62
588167,3.3568781107992853,0,ios,old,bukhara,5,93
350293,1.0482735799602567,0,android,new,bukhara,3,5
588676,2.447677485714747,1,ios,old,bukhara,3,57
570367,2.431723673835362,0,android,old,bukhara,4,36
428385,1.32400564835885,0,ios,new,bukhara,3,20
315079,2.883112106908275,0,ios,new,bukhara,4,91
212855,1.6936247477166606,0,android,new,bukhara,1,44
313257,2.1930666760134048,0,android,old,samarkand,1,44
193184,2.657632486084218,0,ios,old,bukhara,2,76
773266,0.7866014148061331,0,ios,new,samarkand,3,28
860890,1.3230855714117762,0,ios,new,samarkand,5,22
814356,2.7576161418125595,0,ios,old,samarkand,5,74
683609,3.0864461126803637,1,ios,old,bukhara,2,91
560390,2.318640511194906,0,android,old,bukhara,2,24
617160,1.4001098308180193,0,ios,new,tashkent,3,60
346021,0.7841723257970646,0,ios,new,samarkand,1,26
199285,2.0261068670355353,1,ios,new,bukhara,5,55
386716,2.157766667457287,0,ios,old,samarkand,4,29
459267,1.7708301246494067,0,android,new,samarkand,4,35
546793,2.197807656118571,0,android,new,bukhara,5,54
516558,2.8411544769512127,0,ios,old,bukhara,4,73
155934,2.1184990925676277,0,android,new,tashkent,5,72
541468,1.9742431824435407,1,ios,new,tashkent,3,94
72828,0.9330434178246759,0,ios,new,tashkent,2,32
475558,2.796549165326989,0,android,old,tashkent,3,86
476886,2.2960856563711136,0,ios,old,tashkent,3,60
634364,2.3559226748673554,1,ios,old,bukhara,1,57
689491,2.923967458369342,0,ios,old,bukhara,5,61
284041,1.648770416513428,0,ios,new,samarkand,3,53
901719,0.9231988128628095,0,ios,new,tashkent,1,21
271001,1.7272663164879427,0,android,new,samarkand,2,55
483186,1.5478765107673755,0,ios,old,samarkand,1,21
692849,1.8023658613705118,0,android,old,tashkent,3,21
221567,1.7736657717918898,0,android,new,bukhara,1,49
605045,2.371526946987237,1,android,new,tashkent,3,97
396748,1.2310735913368118,0,android,old,samarkand,1,6
88366,1.6933242399539217,0,ios,old,samarkand,4,36
248970,1.5312174109947259,0,android,new,tashkent,2,52
115392,2.343463605412148,1,ios,new,tashkent,3,95
933602,1.5544645505090402,0,ios,new,bukhara,5,22
766713,1.954875514025657,1,android,new,tashkent,2,71
59749,1.491773553339738,1,ios,new,tashkent,3,54
681955,2.455581277027133,0,android,old,samarkand,1,27
395495,2.3789073834792207,0,android,old,bukhara,5,22
184556,2.4969893086626187,1,android,new,bukhara,3,83
184951,1.8587094266990167,0,android,new,tashkent,2,70
86590,2.8407667496080493,0,android,new,bukhara,5,72
398452,1.2681953158796546,0,android,new,samarkand,1,18
747480,3.5157615779033833,0,android,old,bukhara,2,82
741117,3.0640989740116322,0,ios,old,samarkand,3,80
513577,3.2176081391444655,0,android,old,bukhara,5,57
351230,1.8007994470888034,0,ios,old,tashkent,4,50
81370,2.118007584591587,1,ios,old,samarkand,2,53
424301,2.3008037660768688,0,ios,new,samarkand,3,96
854738,2.037977928974164,0,android,old,samarkand,1,37
627279,2.1446766654002825,0,android,old,tashkent,1,72
855523,1.3549163511449738,1,ios,new,tashkent,2,59
719738,3.3111159022507506,0,ios,old,tashkent,5,99
343741,1.1997282303676202,0,ios,new,bukhara,4,16
701909,2.765675223352779,0,android,old,bukhara,1,52
550565,1.7473110790816389,0,ios,new,tashkent,3,77
317529,2.239125633801141,1,android,new,tashkent,2,82
97962,1.8616798961199736,1,ios,old,tashkent,3,43
596482,0.7745646828113811,0,ios,new,tashkent,3,28
660615,1.6595955710087122,0,ios,new,bukhara,2,44
960040,2.014690110875236,0,ios,new,tashkent,2,85
585355,2.3266084694875917,0,android,old,samarkand,5,17
131676,1.5948954082219549,0,ios,new,tashkent,2,78
575105,2.553718030108894,0,android,old,samarkand,3,60
352356,2.331050796115724,0,android,new,samarkand,3,73
931627,1.6424509893508776,0,ios,old,bukhara,2,19
459978,2.758209740924951,0,ios,old,samarkand,2,75
315226,3.0271245706900007,1,android,old,tashkent,4,81
489166,1.7701259687261028,1,android,old,samarkand,4,5
619093,2.7995722717829166,0,android,old,samarkand,4,57
745677,1.5420057013038535,0,ios,new,samarkand,1,62
876805,0.8811971246581,0,ios,new,bukhara,3,13
745340,1.012482148037835,0,ios,new,tashkent,1,27
442358,1.2740123780455705,0,ios,new,samarkand,2,47
727263,3.168404095149262,0,android,old,samarkand,1,73
978767,2.734336213920437,0,android,old,bukhara,4,25
99193,0.7642591540455362,0,ios,new,tashkent,5,25
255295,1.7839438287042544,0,ios,new,tashkent,5,63
617911,2.3522146180042665,0,android,old,bukhara,2,17
385492,2.8107788200491775,0,ios,new,tashkent,5,99
109404,1.533334056394583,0,android,new,samarkand,3,34
984467,1.0072177720068334,0,ios,new,tashkent,2,39
92414,2.5544469600194675,0,ios,old,samarkand,4,78
993222,1.0238425775951283,0,ios,old,tashkent,2,15
57920,2.3822861519306167,0,ios,new,bukhara,5,75
640491,2.3768273161454605,0,android,new,tashkent,4,85
81642,1.8397894052320576,0,ios,new,bukhara,1,51
489119,1.1583284794208455,0,android,new,samarkand,3,22
773990,3.5900157323695363,0,android,old,bukhara,5,75
578846,1.5653580034965406,0,android,new,bukhara,1,33
456920,1.0545433110714086,0,ios,old,tashkent,3,8
825095,1.697035788987657,1,android,new,tashkent,4,40
982395,2.2884309812894816,0,ios,old,bukhara,4,36
25319,0.9910649237162812,0,ios,new,tashkent,5,24
115975,1.1352723884984246,0,android,old,tashkent,2,17
797373,1.6574948898983692,0,ios,new,tashkent,4,57
229082,2.0666608661106696,0,android,old,samarkand,2,39
542820,2.372881848254541,0,android,new,samarkand,4,86
28447,2.346494838867957,0,ios,old,bukhara,4,45
552772,3.0987893919084857,1,ios,old,samarkand,5,90
442500,1.8320368077902391,0,android,new,tashkent,3,73
31617,1.1418774336348496,0,ios,new,samarkand,3,45
106303,1.9577409504356516,0,android,new,samarkand,5,52
324211,3.848807663924267,1,android,old,samarkand,5,93
614628,2.0970954446558334,0,android,new,samarkand,3,78
855283,2.851423018606068,0,android,old,samarkand,5,58
935201,0.5255346487592528,0,android,new,tashkent,1,13
958174,2.4825411614318895,0,android,new,tashkent,3,82
365393,1.6945502340597354,0,android,new,tashkent,5,46
847119,3.301800329500275,0,android,old,bukhara,1,79
494695,1.5743763741746721,1,ios,old,samarkand,2,11
912695,2.9255009599517585,0,android,new,bukhara,1,98
979544,2.087313247032387,0,android,old,tashkent,5,27
494129,2.781255701098353,0,android,old,bukhara,5,48
13519,0.9804403967580324,0,android,new,samarkand,1,13
324492,1.4603849949763685,0,android,new,tashkent,2,64
968957,2.9520841892817065,1,android,old,tashkent,1,74
584417,0.1351323255307813,0,ios,new,tashkent,1,10
655593,2.8530378263753606,0,android,old,tashkent,5,69
454877,2.0959201377520316,1,ios,old,tashkent,3,60
237797,2.6655814070488923,0,android,old,samarkand,3,51
747108,1.6446583016727885,0,android,new,samarkand,1,50
292058,2.237500972735464,0,ios,new,tashkent,2,83
130367,2.809894018841188,1,ios,new,bukhara,3,77
624801,2.667987033005191,0,android,new,bukhara,1,82
718323,2.520846911996291,0,ios,old,bukhara,4,37
850531,2.600466616384712,0,android,new,tashkent,4,86
926159,3.282984290127418,1,ios,old,bukhara,4,99
705076,2.020890828594398,0,android,new,samarkand,4,55
741990,2.3483139179956702,0,android,old,bukhara,1,41
888065,2.2616729074974242,0,android,old,tashkent,5,32
206849,1.9130748559442672,0,ios,new,samarkand,1,76
943329,1.503250310198852,0,android,new,samarkand,5,16
681324,1.2696898774914591,0,ios,new,tashkent,3,56
894005,0.46618781049448793,0,ios,new,tashkent,2,8
313407,2.250597346446708,0,ios,new,bukhara,5,67
111848,1.4611462190715052,0,ios,old,samarkand,2,14
548508,0.8429681423692257,0,ios,new,bukhara,4,9
38311,2.6172652118869486,0,ios,old,bukhara,4,64
885436,2.0336495889595145,0,ios,old,samarkand,2,32
145721,2.1560648656635153,0,ios,old,samarkand,5,37
924524,1.8145549859125634,0,ios,old,tashkent,1,58
997887,1.508711823979139,0,android,old,tashkent,3,6
828634,2.9349296137042384,0,ios,old,samarkand,2,86
744009,2.211574131352658,0,android,new,bukhara,4,47
624918,1.1722326715023594,0,ios,new,bukhara,1,35
64011,2.233293042038579,0,android,old,samarkand,5,34
803170,1.0174364911369216,0,ios,new,tashkent,1,43
936013,3.438977087001547,0,ios,old,bukhara,4,72
42033,2.1465543081809715,0,ios,old,bukhara,1,13
410333,0.5271180287857007,1,ios,new,tashkent,1,7
366040,1.1779828936687897,0,ios,new,tashkent,4,49
737062,2.2371059371718123,0,android,old,bukhara,2,23
829991,2.1024190605001025,0,android,new,samarkand,2,66
181802,2.1948484121859138,0,android,old,tashkent,2,53
380095,2.760241520130185,0,android,old,bukhara,1,63
385585,3.1782450441295604,1,ios,old,tashkent,3,81
482321,1.5144199279845254,0,ios,new,samarkand,3,49
999718,1.8216264160708135,0,android,old,tashkent,3,21
548576,3.535010029671751,0,android,old,bukhara,5,91
691980,1.87961641692239,0,android,new,samarkand,3,36
305358,3.3746641324674647,0,android,old,tashkent,5,85
887421,1.7231811467074847,0,ios,new,tashkent,4,92
339642,0.8712661484714976,0,ios,old,tashkent,2,9
887687,2.8933997736209807,0,android,old,samarkand,5,70
208051,2.286690479502792,0,android,new,tashkent,1,87
93095,3.2291710180079813,1,android,old,bukhara,3,73
829369,1.220606920764001,0,android,old,samarkand,1,5
292534,1.3562346393067228,1,ios,new,samarkand,3,36
740111,1.5206867779724327,0,ios,old,samarkand,3,24
176497,2.769625830536335,0,android,old,bukhara,5,49
119068,1.1639101940373624,0,ios,new,tashkent,5,33
183491,1.4955605324000112,0,android,old,tashkent,2,21
582375,1.910532274235877,0,ios,old,samarkand,3,28
516365,0.7975039582083571,0,ios,new,bukhara,2,7
879773,1.8706631079909763,0,ios,old,samarkand,4,31
416254,2.613160561926544,0,android,new,bukhara,2,88
898158,1.6084845909734324,0,android,new,bukhara,5,16
753362,1.6894153121786784,0,android,new,samarkand,5,12
196855,1.239146036207093,0,ios,new,bukhara,1,28
301804,2.950920828607571,0,ios,old,samarkand,4,85
17150,2.57581803568226,0,android,new,bukhara,2,85
725529,1.9127330960270148,0,android,new,samarkand,5,39
233168,2.4924512916462085,0,ios,old,bukhara,5,33
276094,2.7851055523590906,0,android,old,tashkent,3,79
250944,1.8143670422175127,0,android,old,tashkent,2,39
897195,2.002283921078044,0,android,old,bukhara,2,16
748346,2.5555884607832624,0,ios,new,bukhara,1,97
973250,1.8666683227975045,0,ios,old,tashkent,5,51
601643,1.7372958898950042,0,ios,old,bukhara,3,5
639583,0.9821355847220756,0,ios,new,tashkent,3,40
983488,2.955997424414452,0,android,old,tashkent,1,98
574474,1.7833230714642998,0,ios,old,samarkand,2,31
813066,1.5856877810653622,0,android,new,samarkand,5,38
152795,1.1100476935882484,1,android,new,bukhara,1,10
507888,2.4116514238676072,0,android,new,tashkent,5,82
937912,2.0085578352557345,1,android,old,samarkand,5,19
916366,0.5135152609533488,0,ios,new,tashkent,3,8
296182,1.426243841447889,0,ios,new,tashkent,2,66
174483,1.531364806058443,0,ios,new,samarkand,5,57
454470,1.9454648333554412,0,android,old,samarkand,5,26
540386,1.1000194848667044,0,android,old,tashkent,1,7
890581,2.1950871758565533,0,android,new,tashkent,4,86
777185,2.08223818251173,0,android,new,tashkent,3,72
855669,1.8380323538514698,0,ios,old,bukhara,2,30
226043,2.019473769824567,0,ios,new,samarkand,4,91
29161,2.162425994664982,0,android,new,tashkent,1,72
749247,2.614708952865807,0,android,new,bukhara,5,67
664118,1.7930119037071894,0,android,old,samarkand,5,5
479316,2.377045213295782,0,android,new,samarkand,4,61
913008,3.1605831222670573,1,ios,old,bukhara,3,72
225366,1.815269778980406,0,ios,old,tashkent,5,21
592471,1.2155243354832084,1,ios,new,tashkent,1,68
577646,3.112941521199259,0,android,old,tashkent,3,84
